gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
BIR194509240,thomf110,BIR,2,value,15,,,,,,,2,,,,,,,,,,,,,1,,,,1,,19450924,0,BIR01,h,NY5,1,0,0,exhibition,,
CIA194509240,watsa102,CIA,1,value,27,,,5,,,,3,,,,,,,,,,,,,1,,,1,,1,19450924,0,HOU04,h,KCM,1,0,0,exhibition,,
KCM194509250,smith111,KCM,1,value,27,,,,,,,2,,,,14,,,,,,,,,1,,,1,,1,19450925,0,WAC01,h,CIA,1,0,0,exhibition,,
MEM194509250,lockc102,CAG,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19450925,0,FTW01,v,MEM,1,0,0,exhibition,,
MEM194509250,mckig101,CAG,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450925,0,FTW01,v,MEM,1,0,0,exhibition,,
MEM194509250,johnm104,MEM,1,value,27,,,14,,,,6,,,,,,,,,,,,,,1,,1,,1,19450925,0,FTW01,h,CAG,0,1,0,exhibition,,
CIA194509260,mcdab101,KCM,1,value,27,,,7,,,,3,,,,,,,,,,,,,1,,,1,,1,19450926,0,FTW01,v,CIA,1,0,0,exhibition,,
CIA194509260,medil101,CIA,1,value,27,,,8,,,,4,,,,,,,,,,,,,,1,,1,,1,19450926,0,FTW01,h,KCM,0,1,0,exhibition,,
MEM194509260,mccow102,CAG,1,value,24,,,,,,,8,,9,,,,,,,,,,,,1,,1,,1,19450926,0,HOU04,v,MEM,0,1,0,exhibition,,
MEM194509260,mathv101,MEM,1,value,27,,,,,,1,3,,,,,,,,,,,,,1,,,1,,1,19450926,0,HOU04,h,CAG,1,0,0,exhibition,,
NY6194509260,hoskd101,HOM,1,value,24,0,36,11,4,1,0,4,4,2,0,11,1,0,0,0,0,0,0,0,,1,,1,,1,19450926,0,NYC14,v,NY6,0,1,0,exhibition,y,y
NY6194509260,andeb106,NY6,1,value,24,0,34,8,2,0,0,2,2,3,1,1,0,0,0,0,0,0,1,0,1,,,1,,,19450926,0,NYC14,h,HOM,1,0,0,exhibition,y,y
NY6194509260,scanp101,NY6,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19450926,0,NYC14,h,HOM,1,0,0,exhibition,y,y
PRK194509260,willj112,KCR,1,value,13,0,22,8,2,0,1,6,6,4,0,3,0,0,0,1,0,1,0,0,,1,,1,,,19450926,0,SAN03,v,PRK,0,1,0,exhibition,y,d
PRK194509260,brewc102,KCR,2,value,11,0,12,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,,1,,19450926,0,SAN03,v,PRK,0,1,0,exhibition,y,d
PRK194509260,pippc101,PRK,1,value,18,0,21,2,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,1,,,1,,,19450926,0,SAN03,h,KCR,1,0,0,exhibition,y,d
PRK194509260,fergb102,PRK,2,value,9,0,13,3,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,,,,,1,,19450926,0,SAN03,h,KCR,1,0,0,exhibition,y,d
BIR194509270,johnj110,NY5,1,value,24,,,9,,,,10,,2,,,,,,,,,,,,1,,1,,1,19450927,0,ATL04,v,BIR,0,1,0,exhibition,,
BIR194509270,markj101,BIR,1,value,9,,,,,,,1,,,,,,,,,,,,,,,,1,,,19450927,0,ATL04,h,NY5,1,0,0,exhibition,,
BIR194509270,newbj101,BIR,3,value,9,,,,,,,0,0,,,,,,,,,,,,,,,,1,,19450927,0,ATL04,h,NY5,1,0,0,exhibition,,
BIR194509270,thomf110,BIR,2,value,9,,,,,,,1,,,,,,,,,,,,,1,,,,,,19450927,0,ATL04,h,NY5,1,0,0,exhibition,,
KCM194509270,garca101,CIA,1,value,27,,,5,,,0,0,0,,,,,,,,,,,,1,,,1,,1,19450927,0,DAL01,v,KCM,1,0,0,exhibition,,
KCM194509270,lamaj102,KCM,1,value,27,,,7,,,,3,,,,,,,,,,,,,,1,,1,,1,19450927,0,DAL01,h,CIA,0,1,0,exhibition,,
MEM194509270,westo102,CAG,1,value,27,,,,,,,5,,,,,,,,,,,,,1,,,1,,1,19450927,0,HOU04,v,MEM,1,0,0,exhibition,,
MEM194509270,pearf104,MEM,1,value,27,,,,,,,8,,,,,,,,,,,,,,1,,1,,1,19450927,0,HOU04,h,CAG,0,1,0,exhibition,,
PH5194509270,hinta101,BLG,1,value,4,,9,4,,,0,5,,1,,1,0,0,1,0,,0,,,,,,1,,,19450927,0,WIL04,v,PH5,1,0,0,exhibition,y,
PH5194509270,troyd102,BLG,2,value,23,,37,8,,,0,3,,5,,9,0,3,0,2,,0,,,1,,,,1,,19450927,0,WIL04,v,PH5,1,0,0,exhibition,y,
PH5194509270,harrw101,PH5,1,value,16,,29,5,,,0,8,,8,,4,1,1,0,0,,,,,,1,,1,,,19450927,0,WIL04,h,BLG,0,1,0,exhibition,y,
PH5194509270,rickb102,PH5,2,value,11,,17,5,,,0,3,,1,,3,0,0,0,0,,,,,,,,,1,,19450927,0,WIL04,h,BLG,0,1,0,exhibition,y,
KCM194509300,pierr102,CIA,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19450930,0,NOL01,v,KCM,0,1,0,exhibition,,
KCM194509300,watsa102,CIA,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19450930,0,NOL01,v,KCM,0,1,0,exhibition,,
KCM194509300,mcdab101,KCM,1,value,27,,,3,,,0,0,0,,,13,,,,,,,,,1,,,1,,1,19450930,0,NOL01,h,CIA,1,0,0,exhibition,,
NW2194509301,gainj102,BLG,1,value,21,,,,,,,5,2,,,,,,,,,,,,,1,,1,,,19450930,1,NYC14,v,NW2,0,1,0,exhibition,,
NW2194509301,harvb101,BLG,2,value,3,,,,,,,0,0,,,,,,,,,,,,,,,,1,,19450930,1,NYC14,v,NW2,0,1,0,exhibition,,
NW2194509301,newcd101,NW2,1,value,27,,,6,1,1,,2,2,,,8,,,,,1,,,,1,,,1,,1,19450930,1,NYC14,h,BLG,1,0,0,exhibition,,
NY6194509302,thomf110,BIR,1,value,18,,23,3,2,0,0,3,,2,,3,1,0,0,1,,,,,,1,,1,,1,19450930,2,NYC14,v,NY6,0,1,0,exhibition,y,
NY6194509302,scanp101,NY6,1,value,21,,27,6,3,0,0,1,1,0,,3,0,0,0,1,,,,,1,,,1,,1,19450930,2,NYC14,h,BIR,1,0,0,exhibition,y,
PRK194510030,paigs101,KCR,1,value,15,0,17,1,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,,,1,,,19451003,0,SAN03,v,PRK,1,0,0,exhibition,y,d
PRK194510030,willj112,KCR,2,value,6,0,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,19451003,0,SAN03,v,PRK,1,0,0,exhibition,y,d
PRK194510030,fellb101,PRK,1,value,15,0,20,3,1,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,,,,1,,,19451003,0,SAN03,h,KCR,0,1,0,exhibition,y,d
PRK194510030,salvj101,PRK,2,value,6,0,11,4,1,0,0,5,3,1,0,2,0,0,0,0,0,0,0,0,,1,,,1,,19451003,0,SAN03,h,KCR,0,1,0,exhibition,y,d
BIR194510040,morrb104,NY6,1,value,24,,,,,,,7,,,,,,,,,,,,,,1,,1,,1,19451004,0,BIR01,v,BIR,0,1,0,exhibition,,
BIR194510040,mckig101,BIR,2,value,,,,,,,,,,,,,,,,,,,,,,,1,,1,,19451004,0,BIR01,h,NY6,1,0,0,exhibition,,
BIR194510040,thomf110,BIR,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19451004,0,BIR01,h,NY6,1,0,0,exhibition,,
CDA194510071,newcd101,NNS,1,value,8,0,13,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,,,,1,,,19451007,1,NYC15,v,CDA,0,1,0,exhibition,y,d
CDA194510071,partr102,NNS,2,value,13,2,16,1,0,0,0,2,2,2,0,4,1,0,0,0,0,1,0,0,,,,,,,19451007,1,NYC15,v,CDA,0,1,0,exhibition,y,d
CDA194510071,byrdb101,NNS,3,value,5,0,8,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,1,,,1,,19451007,1,NYC15,v,CDA,0,1,0,exhibition,y,d
CDA194510071,gregh102,CDA,1,value,27,0,38,11,0,0,0,4,4,0,0,2,1,0,0,1,0,1,0,0,1,,,1,,1,19451007,1,NYC15,h,NNS,1,0,0,exhibition,y,d
CDA194510072,hookl101,NNS,1,value,15,0,20,3,0,1,0,2,2,2,0,4,0,1,0,0,0,0,0,0,,1,,1,,1,19451007,2,NYC15,v,CDA,0,1,0,exhibition,y,d
CDA194510072,branr103,CDA,1,value,15,0,21,3,1,0,0,1,1,4,0,4,0,0,0,0,0,0,1,0,1,,,1,,1,19451007,2,NYC15,h,NNS,1,0,0,exhibition,y,d
KCR194510071,barrr101,VDA,1,value,24,,,7,,,,1,,,,,,,,,,,,,,1,,1,,1,19451007,1,LOS02,v,KCR,0,1,0,exhibition,,
KCR194510071,willj112,KCR,1,value,27,,,1,,,,0,0,,,,,,,,,,,,1,,,1,,1,19451007,1,LOS02,h,VDA,1,0,0,exhibition,,
KCR194510072,barrr101,VDA,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19451007,2,LOS02,v,KCR,1,0,0,exhibition,,
KCR194510072,heuse101,VDA,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19451007,2,LOS02,v,KCR,1,0,0,exhibition,,
KCR194510072,oneie102,VDA,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19451007,2,LOS02,v,KCR,1,0,0,exhibition,,
KCR194510072,moren101,KCR,1,value,21,,,7,,,,4,,,,,,,,,,,,,,1,,1,,1,19451007,2,LOS02,h,VDA,0,1,0,exhibition,,
SAS194510070,stann101,NAS,1,value,21,0,30,8,2,0,0,1,1,2,0,3,0,2,0,0,0,0,0,0,1,,,1,,,19451007,0,NOL01,v,SAS,1,0,0,allstar,y,d
SAS194510070,barnd101,NAS,2,value,6,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1,,19451007,0,NOL01,v,SAS,1,0,0,allstar,y,d
SAS194510070,jessg101,SAS,1,value,15,0,24,6,1,0,0,5,3,3,0,3,0,0,0,1,0,0,1,0,,1,,1,,,19451007,0,NOL01,h,NAS,0,1,0,allstar,y,d
SAS194510070,mathv101,SAS,2,value,12,0,19,5,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,,,,,1,,19451007,0,NOL01,h,NAS,0,1,0,allstar,y,d
MEM194510080,lockl101,BIR,1,value,27,,,8,,,,2,,,,,,,,,,,,,1,,,1,,1,19451008,0,LRK02,v,MEM,1,0,0,exhibition,,
MEM194510080,keyer101,MEM,1,value,27,,,11,2,,,5,,,,,,,,,,,,,,1,,1,,1,19451008,0,LRK02,h,BIR,0,1,0,exhibition,,
KCR194510090,oneie102,VDA,1,value,22,0,29,5,1,0,0,4,4,5,0,3,0,0,0,0,0,0,1,0,,,,1,,,19451009,0,LOS02,v,KCR,1,0,0,exhibition,y,d
KCR194510090,heuse101,VDA,2,value,1,0,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,19451009,0,LOS02,v,KCR,1,0,0,exhibition,y,d
KCR194510090,schac101,VDA,3,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,1,,19451009,0,LOS02,v,KCR,1,0,0,exhibition,y,d
KCR194510090,porta103,KCR,1,value,21,0,28,6,2,1,0,5,3,2,0,2,0,0,0,1,0,0,0,0,,,,1,,,19451009,0,LOS02,h,VDA,0,1,0,exhibition,y,d
KCR194510090,willj112,KCR,2,value,6,0,11,5,1,0,0,4,4,1,0,1,0,0,0,0,0,0,0,0,,1,,,1,,19451009,0,LOS02,h,VDA,0,1,0,exhibition,y,d
KCR194510100,barrr101,VDA,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19451010,0,LOS02,v,KCR,1,0,0,exhibition,,
KCR194510100,treia101,VDA,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19451010,0,LOS02,v,KCR,1,0,0,exhibition,,
KCR194510100,hubbj101,KCR,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19451010,0,LOS02,h,VDA,0,1,0,exhibition,,
KCR194510100,renfc101,KCR,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19451010,0,LOS02,h,VDA,0,1,0,exhibition,,
KCR194510100,smith111,KCR,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19451010,0,LOS02,h,VDA,0,1,0,exhibition,,
CDA194510141,hookl101,NNS,1,value,24,0,31,8,1,1,0,4,4,2,0,1,0,0,0,1,0,0,1,0,,1,,1,,1,19451014,1,NYC15,v,CDA,0,1,0,exhibition,y,d
CDA194510141,trucv101,CDA,1,value,27,0,32,4,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1,,,1,,1,19451014,1,NYC15,h,NNS,1,0,0,exhibition,y,d
CDA194510142,wrigj105,NNS,1,value,15,0,21,3,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,,,,1,,1,19451014,2,NYC15,v,CDA,0,0,1,exhibition,y,d
CDA194510142,barrd101,CDA,1,value,15,0,19,5,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,,,,1,,1,19451014,2,NYC15,h,NNS,0,0,1,exhibition,y,d
PRK194510210,paigs101,KCR,1,value,15,0,23,3,1,0,0,1,1,4,0,5,0,0,0,0,0,1,0,0,1,,,1,,,19451021,0,SAN03,v,PRK,1,0,0,exhibition,y,d
PRK194510210,willj112,KCR,2,value,12,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,19451021,0,SAN03,v,PRK,1,0,0,exhibition,y,d
PRK194510210,deprb101,PRK,1,value,12,0,16,5,1,0,0,2,2,2,0,1,0,0,0,1,0,0,0,0,,1,,1,,,19451021,0,SAN03,h,KCR,0,1,0,exhibition,y,d
PRK194510210,brilj101,PRK,2,value,15,0,21,5,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19451021,0,SAN03,h,KCR,0,1,0,exhibition,y,d
SPZ194510210,thomf110,BIR,1,value,21,3,28,4,1,0,0,4,2,4,0,1,0,0,0,1,0,1,0,1,,1,,1,,,19451021,0,SFO01,v,SPZ,0,1,0,exhibition,y,d
SPZ194510210,markj101,BIR,2,value,3,0,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,19451021,0,SFO01,v,SPZ,0,1,0,exhibition,y,d
SPZ194510210,joycb102,SPZ,1,value,15,0,18,4,0,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,,,,1,,,19451021,0,SFO01,h,BIR,1,0,0,exhibition,y,d
SPZ194510210,seatt101,SPZ,2,value,12,0,19,5,0,0,2,3,2,2,0,1,0,0,0,2,0,0,1,0,1,,,,1,,19451021,0,SFO01,h,BIR,1,0,0,exhibition,y,d
ASF194510240,paigs101,KCR,1,value,18,0,26,5,1,0,0,1,0,3,0,8,0,0,0,1,0,1,0,0,,,,1,,,19451024,0,SAN03,v,ASF,1,0,0,exhibition,y,d
ASF194510240,porta103,KCR,2,value,9,0,11,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,,,,1,,19451024,0,SAN03,v,ASF,1,0,0,exhibition,y,d
ASF194510240,fellb101,ASF,1,value,18,0,20,1,0,0,0,0,0,1,0,14,0,1,0,0,0,1,0,0,,,,1,,,19451024,0,SAN03,h,KCR,0,1,0,exhibition,y,d
ASF194510240,salvj101,ASF,2,value,9,0,16,2,1,0,0,3,1,2,0,4,0,0,0,1,0,1,0,0,,1,,,1,,19451024,0,SAN03,h,KCR,0,1,0,exhibition,y,d
BIR194603310,howar101,CAG,1,value,15,,,0,,,,0,0,,,,,,,,,,,,,,,1,,,19460331,0,BIR01,v,BIR,0,1,0,exhibition,,
BIR194603310,mccow102,CAG,2,value,14,,,5,,,1,4,3,1,1,8,,,,,,,,,,1,,,1,,19460331,0,BIR01,v,BIR,0,1,0,exhibition,,
BIR194603310,gipsa101,BIR,2,value,9,,,,,,,3,,,,,,,,,,,,,,,,,,,19460331,0,BIR01,h,CAG,1,0,0,exhibition,,
BIR194603310,newbj101,BIR,1,value,12,,,0,,,,0,0,,,4,,,,,,,,,,,,1,,,19460331,0,BIR01,h,CAG,1,0,0,exhibition,,
BIR194603310,polln102,BIR,4,value,6,,,0,,,,0,,,,3,,,,,,,,,1,,,,1,,19460331,0,BIR01,h,CAG,1,0,0,exhibition,,
BIR194603310,westo102,BIR,3,value,3,,,,,,,0,,,,,,,,,,,,,,,,,,,19460331,0,BIR01,h,CAG,1,0,0,exhibition,,
MEM194603310,breme101,CVB,3,value,3,,,3,2,1,,5,,,,,,,,,,,,,,1,,,1,,19460331,0,MEM03,v,MEM,0,1,0,exhibition,,
MEM194603310,calhf101,CVB,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460331,0,MEM03,v,MEM,0,1,0,exhibition,,
MEM194603310,carsf102,CVB,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19460331,0,MEM03,v,MEM,0,1,0,exhibition,,
MEM194603310,hubej101,MEM,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460331,0,MEM03,h,CVB,1,0,0,exhibition,,
MEM194603310,mathv101,MEM,3,value,,,,,,,,,,,,,,,,,,,,,1,,,,1,,19460331,0,MEM03,h,CVB,1,0,0,exhibition,,
MEM194603310,pearf104,MEM,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19460331,0,MEM03,h,CVB,1,0,0,exhibition,,
NY6194604020,fielw101,HOM,1,value,6,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,1,,,19460402,0,NOL01,v,NY6,1,0,0,exhibition,y,d
NY6194604020,haynj102,HOM,2,value,12,0,16,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,,,,,19460402,0,NOL01,v,NY6,1,0,0,exhibition,y,d
NY6194604020,warrc101,HOM,3,value,6,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,19460402,0,NOL01,v,NY6,1,0,0,exhibition,y,d
NY6194604020,thomf110,HOM,4,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19460402,0,NOL01,v,NY6,1,0,0,exhibition,y,d
NY6194604020,tianl102,NY6,1,value,9,0,18,6,0,1,0,2,2,2,0,2,0,0,0,0,0,0,0,0,,1,,1,,,19460402,0,NOL01,h,HOM,0,1,0,exhibition,y,d
NY6194604020,cruem101,NY6,2,value,9,0,11,2,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,,,,,,,19460402,0,NOL01,h,HOM,0,1,0,exhibition,y,d
NY6194604020,jenkp101,NY6,3,value,7,0,12,3,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,19460402,0,NOL01,h,HOM,0,1,0,exhibition,y,d
NY6194604020,howac102,NY6,4,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19460402,0,NOL01,h,HOM,0,1,0,exhibition,y,d
KCM194604030,thomf110,CCR,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19460403,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194604030,alexg103,CCR,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19460403,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194604030,markj101,CCR,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19460403,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194604030,smitf107,KCM,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19460403,0,HOU04,h,CCR,1,0,0,exhibition,,
KCM194604030,smith111,KCM,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19460403,0,HOU04,h,CCR,1,0,0,exhibition,,
KCM194604030,lamaj102,KCM,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19460403,0,HOU04,h,CCR,1,0,0,exhibition,,
KCM194604040,blaib103,CCR,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460404,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194604040,overa101,CCR,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19460404,0,HOU04,v,KCM,0,1,0,exhibition,,
KCM194604040,napol101,KCM,1,value,,,,,,,,2,,,,,,,,,,,,,,,,,,,19460404,0,HOU04,h,CCR,1,0,0,exhibition,,
KCM194604040,bryaa101,KCM,2,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460404,0,HOU04,h,CCR,1,0,0,exhibition,,
KCM194604040,wylis101,KCM,3,value,9,,,0,,,,,,,,,,,,,,,,,,,,,1,,19460404,0,HOU04,h,CCR,1,0,0,exhibition,,
NY6194604050,hoskd101,HOM,3,value,,,,2,,,,,,,,,,,,,,,,,,,,,1,,19460405,0,NOL01,v,NY6,0,1,0,exhibition,,
NY6194604050,perra101,HOM,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19460405,0,NOL01,v,NY6,0,1,0,exhibition,,
NY6194604050,walkr103,HOM,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460405,0,NOL01,v,NY6,0,1,0,exhibition,,
NY6194604050,barnd101,NY6,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19460405,0,NOL01,h,HOM,1,0,0,exhibition,,
NY6194604050,cruem101,NY6,1,value,3,,,,,,,,,,,,,,,,,,,,,,,1,,,19460405,0,NOL01,h,HOM,1,0,0,exhibition,,
NY6194604050,howac102,NY6,3,value,,,,,,,,,,,,,,,,,,,,,1,,,,,,19460405,0,NOL01,h,HOM,1,0,0,exhibition,,
NY6194604050,tianl102,NY6,4,value,3,,,,,,,1,,,,,,,,,,,,,,,1,,1,,19460405,0,NOL01,h,HOM,1,0,0,exhibition,,
KCM194604070,blaib103,CCR,1,value,9,0,16,6,1,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,,1,,1,,,19460407,0,WAC01,v,KCM,0,1,0,exhibition,y,d
KCM194604070,markj101,CCR,2,value,9,0,15,4,0,0,1,2,2,2,0,0,0,0,0,1,0,0,0,0,,,,,,,19460407,0,WAC01,v,KCM,0,1,0,exhibition,y,d
KCM194604070,thomf110,CCR,3,value,6,0,9,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19460407,0,WAC01,v,KCM,0,1,0,exhibition,y,d
KCM194604070,smith111,KCM,1,value,9,0,12,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,,1,,,19460407,0,WAC01,h,CCR,1,0,0,exhibition,y,d
KCM194604070,smitf107,KCM,2,value,9,0,12,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,19460407,0,WAC01,h,CCR,1,0,0,exhibition,y,d
KCM194604070,lamaj102,KCM,3,value,9,0,17,6,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19460407,0,WAC01,h,CCR,1,0,0,exhibition,y,d
NY6194604070,hairh101,HOM,2,value,15,,,2,,,1,3,,2,,,,,,,,,,,,1,,,1,,19460407,0,COR01,v,NY6,0,1,0,exhibition,,
NY6194604070,haynj102,HOM,1,value,9,,,,,,,0,0,,,,,,,,,,,,,,,1,,,19460407,0,COR01,v,NY6,0,1,0,exhibition,,
NY6194604070,danie101,NY6,1,value,12,,,,,,,2,,3,,,,,,,,,,,,,,1,,,19460407,0,COR01,h,HOM,1,0,0,exhibition,,
NY6194604070,morrb104,NY6,2,value,15,,,,,,,0,0,,,,,,,,,,,,1,,,,1,,19460407,0,COR01,h,HOM,1,0,0,exhibition,,
NY6194604080,thurb101,HOM,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460408,0,HOU04,v,NY6,0,1,0,exhibition,,
NY6194604080,walkr103,HOM,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19460408,0,HOU04,v,NY6,0,1,0,exhibition,,
NY6194604080,andeb106,NY6,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460408,0,HOU04,h,HOM,1,0,0,exhibition,,
NY6194604080,cruem101,NY6,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19460408,0,HOU04,h,HOM,1,0,0,exhibition,,
NY6194604100,haynj102,HOM,1,value,24,,,12,,1,,11,,,,,,,,,,,,,,1,,1,,1,19460410,0,DAL01,v,NY6,0,1,0,exhibition,,
NY6194604100,tianl102,NY6,1,value,27,,,6,,,,4,,,,,,,,,,,,,1,,,1,,1,19460410,0,DAL01,h,HOM,1,0,0,exhibition,,
NY6194604110,hairh101,HOM,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19460411,0,DAL01,v,NY6,1,0,0,exhibition,,
NY6194604110,haynj102,HOM,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460411,0,DAL01,v,NY6,1,0,0,exhibition,,
NY6194604110,danie101,NY6,1,value,,,,,,,,,,,,,,,,,,,,,,,,1,,,19460411,0,DAL01,h,HOM,0,1,0,exhibition,,
NY6194604110,howac102,NY6,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19460411,0,DAL01,h,HOM,0,1,0,exhibition,,
KCM194604120,thomf110,CCR,1,value,23,0,32,5,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,,,,1,,,19460412,0,HOU04,v,KCM,0,1,0,exhibition,y,d
KCM194604120,overa101,CCR,2,value,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,19460412,0,HOU04,v,KCM,0,1,0,exhibition,y,d
KCM194604120,alexg103,CCR,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19460412,0,HOU04,v,KCM,0,1,0,exhibition,y,d
KCM194604120,bryaa101,KCM,1,value,15,0,19,3,0,2,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,,,1,,,19460412,0,HOU04,h,CCR,1,0,0,exhibition,y,d
KCM194604120,johnc103,KCM,2,value,12,0,21,2,0,0,0,1,0,5,0,2,0,0,0,0,0,1,0,0,,,1,,1,,19460412,0,HOU04,h,CCR,1,0,0,exhibition,y,d
KCM194604130,brooj103,CCR,1,value,18,,,,,,,,,,,4,,,,,,,,,1,,,1,,,19460413,0,HOU04,v,KCM,1,0,0,exhibition,,
KCM194604130,markj101,CCR,2,value,9,,,,,,,,,,,,,,,,,,,,,,1,,1,,19460413,0,HOU04,v,KCM,1,0,0,exhibition,,
KCM194604130,alext101,KCM,1,value,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,19460413,0,HOU04,h,CCR,0,1,0,exhibition,,
KCM194604130,napol101,KCM,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19460413,0,HOU04,h,CCR,0,1,0,exhibition,,
BIR194604141,bennj102,IN9,1,value,26,,,7,,,,3,,,,,,,,,,,,,,1,,1,,1,19460414,1,BIR01,v,BIR,0,1,0,exhibition,,
BIR194604141,polln102,BIR,1,value,27,,,3,,,,2,0,,,7,,,,,,,,,1,,,1,,1,19460414,1,BIR01,h,IN9,1,0,0,exhibition,,
BIR194604142,cozah101,IN9,1,value,18,,,6,,,,3,,,,,,,,,,,,,,1,,1,,1,19460414,2,BIR01,v,BIR,0,1,0,exhibition,,
